name,name_en,latitude,longitude,description,description_en
โรงแรม 8080 โฮเทล ป่าตอง,8080 Hotel Patong,7.893390074953180,98.29493254423140,ต.ป่าตอง อ.กะทู้ จ.ภูเก็ต 83150,"Pa Tong, Kathu, Phuket 83150"
โรงแรม 84,84 Hotel,18.589288693777400,99.01404215507280,ถนนสันป่ายาง ต.ในเมือง อ.เมืองลำพูน จ.ลำพูน 51000,"San Pa Yang Rd., Nai Mueang, Muang Lamphun, Lamphun 51000"
โรงแรม 9.5,9.5 Hotel,18.801497998075400,98.9639076590538,ต.สุเทพ อ.เมืองเชียงใหม่ จ.เชียงใหม่ 50200,"Suthep, Mueang Chiang Mai, Chiang Mai 50200"
โรงแรม 99,99 Inn,16.392973857185800,102.82741382718100,ถนนกลางเมือง ต.เมืองเก่า อ.เมืองขอนแก่น จ.ขอนแก่น 40000,"Klang Mueang Rd., Mueang Kao, Muang Khon kaen, Khon Kaen 40000"
โรงแรม 99 รีสอร์ท,99 RESORT HOTEL,16.16998173532200,103.28016132116300,ต.แก่งเลิงจาน อ.เมืองมหาสารคาม จ.มหาสารคาม 44000,"Kaeng Loeng Chan, Mueang Maha Sarakham, Maha Sarakham 44000"
โรงแรม 99 รีสอร์ท  (เลย),99 RESORT HOTEL,17.38403776697470,101.74223363399500,ทางหลวงแผ่นดินหมายเลข 201 ต.นาโป่ง อ.เมืองเลย จ.เลย 42130,"National Highway 201, Na Pong, Mueang Loei, Loei 42130"
โรงแรม 99 เดอะ แกลเลอรี่,99 The Gallery Hotel,18.789449591586900,98.98297011852260,99 ถนนอินทวโรรส ต.ศรีภูมิ อ.เมืองเชียงใหม่ จ.เชียงใหม่ 50200,"99 Intha Warorot Rd., Si Phum, Mueang Chiang Mai, Chiang Mai 50200"
โรงแรม 99 โอลด์ทาวน์ บูติค เกสต์เฮ้าส์,โรงแรม 99 โอลด์ทาวน์ บูติค เกสต์เฮ้าส์,7.885465,98.389648,ถนนรมย์มณี ตลาดใหญ่ เมืองภูเก็ต จ.ภูเก็ต 83000,"Rommani Rd., Talat Yai, Mueang Phuket, Phuket 83000"
โรงแรม 999,999  Hotel,19.162386128484000,100.27842074632600,ต.นาปรัง อ.ปง จ.พะเยา 56140,"Na Prang, Pong, Phayao 56140"
โรงแรม 999 อินน์,999 Inn,15.271700827671900,104.84735190868400,ต.ในเมือง อ.เมืองอุบลราชธานี จ.อุบลราชธานี 34000,"Nai Mueang, Mueang Ubon Ratchathani, Ubon Ratchathani 34000"
โรงแรม 9ดี สปอร์ต โฮเทล,9D Sport Hotel,17.431247812102100,102.80828431248700,ต.หนองบัว อ.เมืองอุดรธานี จ.อุดรธานี 41000,"Nong Bua, Mueang Udon Thani, Udon Thani 41000"
โรงแรม After hours,โรงแรม After hours,13.727627648990700,100.53076429755800,ซอยสีลม 6 แขวงสุริยวงศ์ เขตบางรัก กรุงเทพมหานคร 10500,"Soi Silom 6, Suriyawong, Bang Rak, Bangkok 10500"
โรงแรม Hin Nam,โรงแรม Hin Nam,12.615975374602600,99.95114961639050,ต.หัวหิน อ.หัวหิน จ.ประจวบคีรีขันธ์ 77110,"Hua Hin, Hua Hin, Prachuap Khiri Khan 77110"
โรงแรม LANA BEDS & SPACES,โรงแรม LANA BEDS & SPACES,18.795121,99.00508,ซอยแก้วนวรัฐ 3 วัดเกต เมืองเชียงใหม่ จ.เชียงใหม่ 50000,"Soi Kaeo Nawarat 3, Wat Ket, Mueang Chiang Mai, Chiang Mai 50000"
โรงแรม P&N,โรงแรม P&N,19.945976,99.235276,ซอยสระนิคม 6 เวียง ฝาง จ.เชียงใหม่ 50110,"Soi Sa Nikhom 6, Wiang, Fang, Chiang Mai 50110"
โรงแรม PRY 1 Station 1 (บ.ทิวป่าไม้งามฯ),โรงแรม PRY 1 Station 1 (บ.ทิวป่าไม้งามฯ),14.218544,101.405759,ทางหลวงแผ่นดินหมายเลข 3077 ต.เนินหอม อ.เมืองปราจีนบุรี จ.ปราจีนบุรี 25230,"National Highway 3077, Noen Hom, Mueang Prachin Buri, Prachin Buri 25230"
โรงแรม PRY 1 Station 2 (บ.ทิวป่าไม้งามฯ),โรงแรม PRY 1 Station 2 (บ.ทิวป่าไม้งามฯ),14.216603,101.406295,ต.เนินหอม อ.เมืองปราจีนบุรี จ.ปราจีนบุรี 25230,"Noen Hom, Mueang Prachin Buri, Prachin Buri 25230"
โรงแรม PRY 1 Station 2 (บ.ทิวป่าไม้งามฯ),PRY Hotel 1 Station 2,14.216603,101.406295,74/2 หมู่14 ถนนปราจีนบุรี-เขาใหญ่ ตำบลเนินหอม อำเภอเมืองปราจีนบุรี จังหวัดปราจีนบุรี 25230,"74/2 Moo 14, Prachin Buri-khaoyai, Nern Hom, Mueng Prachin Buri, Prachin Buri, 25230"
โรงแรม Siam @ Siam,Siam@Siam Design Hotel & Spa,13.7471606063843,100.526775256348,"865 Rama 1 Road,Wang Mai,Patumwan,Bangkok 10330, ThailandTel: +66 (0) 2217 3000Fax: +66 (0) 2217 3030E-mail: rsvn@siamatsiam.com","Rama 1 Rd., Wang Mai, Patumwan, Bangkok, 10400"
โรงแรม Siam Kempenski,Siam Kempenski Hotel,13.7482218170166,100.535688353729,991/9 ถนนพระราม 1 แขวงปทุมวัน เขตปทุมวัน กรุงเทพมหานคร 10400,"Pathum Wan, Patumwan, Bangkok, 10400"
โรงแรม TH Beach,โรงแรม TH Beach,12.578936,99.954336,ถนนดำรงราช หัวหิน หัวหิน จ.ประจวบคีรีขันธ์ 77110,"Damrong Rat Rd., Hua Hin, Hua Hin, Prachuap Khiri Khan 77110"
โรงแรม The Nest,โรงแรม The Nest,16.432553,100.348717,ถนนสระหลวง ในเมือง เมืองพิจิตร จ.พิจิตร 66000,"Sa Luang Rd., Nai Mueang, Mueang Phichit, Phichit 66000"
โรงแรม TR Rock hill,โรงแรม TR Rock hill,6.994537,100.503589,ถนนทวีรัตน์ คอหงส์ หาดใหญ่ จ.สงขลา 90110,"Thawi Rat Rd., Kho Hong, Hat Yai, Songkhla 90110"
โรงแรม UD โฮเต็ล,โรงแรม UD โฮเต็ล,17.34864,102.826223,ทางหลวงชนบทหมายเลข อด.1076 บ้านจั่น เมืองอุดรธานี จ.อุดรธานี 41000,"Rural Road UDN.1076, Ban Chan, Mueang Udon Thani, Udon Thani 41000"
โรงแรม V HOTEL UBON,โรงแรม V HOTEL UBON,15.248485,104.842558,ถนนแจ้งสนิท ในเมือง เมืองอุบลราชธานี จ.อุบลราชธานี 34000,"Chaengsanit Rd., Nai Mueang, Mueang Ubon Ratchathani, Ubon Ratchathani 34000"
โรงแรม กนกบุรี รีสอร์ท แอนด์ สปา,Kanok Buri Resort and Spa,9.49561,99.933253,ต.ลิปะน้อย อ.เกาะสมุย จ.สุราษฎร์ธานี 84140,Lipa Noi Ko Samui Surat Thani 84140
โรงแรม กมลา ดรีม,Kamala Dreams,7.950277448227240,98.27999262633780,ทางหลวงแผ่นดินหมายเลข 4233 ต.กมลา อ.กะทู้ จ.ภูเก็ต 83000,National Highway 4233 Kammala Krathu Phuket 83000
โรงแรม กมลา รีสอร์ท แอนด์ สปา,Kamala Resort and Spa @ Kamala Beach Phuket,7.9443562266090800,98.27826529741290,ทางหลวงแผ่นดินหมายเลข 4233 ต.กมลา อ.กะทู้ จ.ภูเก็ต 83150,"National Highway 4233, Kamala, Kathu, Phuket 83150"
โรงแรม กรองทองเขาใหญ่,Krong Thong Khao Yai Hotel,14.152053567460800,101.36809766292600,ต.เนินหอม อ.เมืองปราจีนบุรี จ.ปราจีนบุรี 25230,"Noen Hom, Mueang Prachin Buri, Prachin Buri 25230"
โรงแรม กระท่อมหิน นันทภัค,Kratomhin Nuntapuk Hotel & Resort,14.385703443075700,101.85946895254400,ต.วังน้ำเขียว อ.วังน้ำเขียว จ.นครราชสีมา 30370,Wang Nam Khiao Wang Nam Khieo Nakhon Ratchasima 30370
โรงแรม กระบี่ ริเวอร์ วิว,Krabi River View Hotel ,8.065348356653300,98.9172600209713,171 ถนนเหมกานนท์ ต.ปากน้ำ อ.เมืองกระบี่ จ.กระบี่ 81000,"Hemakanon Rd., Pak Nam, Mueang Krabi, Krabi 81000"
โรงแรม กระบี่ อพาร์ทเม้นท์ กระบี่,Krabi Apartment Hotel,8.03759872913361,98.8336569070816,ทางหลวงจังหวัดหมายเลข 4203 ต.อ่าวนาง (เกาะบิดะนอก) อ.เมืองกระบี่ จ.กระบี่ 81000,Provincial Highway 4203 Ao Nang (Ko Bidanok) Muang Krabi Krabi 81000
โรงแรม กรีน พาร์ค,Green Park Hotel,16.17932502937410,103.30200254917100,47 ถนน ผังเมืองบัญชา ซอย 2 ตำบล ตลาด อำเภอเมืองมหาสารคาม จังหวัด มหาสารคาม 44000,"47 ,Phangmuang Bancha Rd., Talat, Mueang Maha Sarakham, Maha Sarakham 44000"
โรงแรม กรีน แอปเปิล สัตหีบ,Green Apple Hotel Sattahip,12.693035423326900,100.97727298736600,ต.พลูตาหลวง อ.สัตหีบ จ.ชลบุรี 20180,"Phlu Ta Luang, Sattahip, Chon Buri 20180"
โรงแรม กรีนฟอเรสท์ รีสอร์ท,Green forest resort,15.043684115704900,102.11825117468800,ต.จอหอ อ.เมืองนครราชสีมา จ.นครราชสีมา 30310,"Cho Ho, Mueang Nakhon Ratchasima, Nakhon Ratchasima 30310"
โรงแรม กรีนเมาเท่น,Green Mountain Hotel,13.114249858213100,101.04850575327900,ต.บึง อ.ศรีราชา จ.ชลบุรี 20230,"Bueng, Siracha, Chon Buri 20230"
โรงแรม กรีนเฮ้าส์,Green House Hotel,8.065644464692990,98.91380667686460,ถนนเหมกานนท์ ต.ปากน้ำ อ.เมืองกระบี่ จ.กระบี่ 81000,"Maha Rat Rd., Pak Nam, Mueang Krabi, Krabi 81000"
โรงแรม กรีนเฮ้าส์ โฮเต็ล,Green House Hotel  ,12.8232069552557,101.632440076032,ทางหลวงชนบทหมายเลข 7098 ต.ทางเกวียน อ.แกลง จ.ระยอง 21110,Rural Road 7098 Thang Kwian Klang Rayong 21110
โรงแรม กลอรี่เพลส หัวหิน,Gloryplace Hua Hin,12.5802691291632,99.9475353817095,10/241 ถนนเลียบคลองชลประทาน ต.หัวหิน อ.หัวหิน จ.ประจวบคีรีขันธ์ 77110,Hua Hin Hua Hin Prachuap Khiri Khan 77110
โรงแรม กลางเมือง แอท หนองคาย,Klang Muang at Nongkhai Hotel,17.883168457380500,102.74647682905200,ซอยบรรเทิงจิต ต.ในเมือง อ.เมืองหนองคาย จ.หนองคาย 43000,"Soi Banthoengchit, Nai Mueang, Mueang Nong Khai, Nong Khai 43000"
โรงแรม กวี วิลล่า,Kawee Villa Hotel,13.8219147658238,102.074339375592,2 หมู่ 2 ซ.1 ถ.เทศบาล 19 ต.สระแก้ว อ.เมืองสระแก้ว จ.สระแก้ว 27000,Sa Kaeo Muang Srakaeo Sa Kaeo 27000
โรงแรม กอซอ รีสอร์ทแอนด์สปา หัวหิน,Korsor Resort & Spa Hua Hin,12.6301601671066,99.9283380496063,132/14 หมู่บ้านบ่อฝ้าย ต.หัวหิน อ.หัวหิน จ.ประจวบคีรีขันธ์ 77110,Hua Hin Hua Hin Prachuap Khiri Khan 77110
โรงแรม กอดเชียงใหม่,Gord Chiangmai,18.783519018860400,98.98522383086860,29/8 ถนนราชมรรคา ซอย 6  ต.พระสิงห์ อ.เมืองเชียงใหม่ จ.เชียงใหม่ 50200,"Phra Sing, Muang Chiang Mai, Chiang Mai 50200"
โรงแรม กอโชคชัย,Kor Chock Chai Hotel,16.4719407323678,99.5290631662344,19-43 ซอย 8 ถนนราชดำเนิน 1 ต.ในเมือง อ.เมืองกำแพงเพชร จ.กำแพงเพชร 62000,Ratcha Damnoen 1 Rd. Nai Mueang Muang Kampaeng Phet Kamphaeng Phet 62000
โรงแรม กะตะ มินตา,Kata Minta Hotel,7.815771158339370,98.30141945305020,ถนนโคกโตนด ต.กะรน อ.เมืองภูเก็ต จ.ภูเก็ต 83100,Khok Tanot Rd. Karon Muang Phuket Phuket 83100
โรงแรม กัญญณัช บูติค ,Kanyanat Boutique Hotel ,18.284291710029000,99.50439155101780,ถนนไทยลานนา ต.หัวเวียง อ.เมืองลำปาง จ.ลำปาง 52000,"Thai Lan Na Rd., Hua Wiang, Mueang Lampang, Lampang 52000"
โรงแรม กัลลิเวอร์ ทาเวิร์น,Gulliver's Tavern Bangkok,13.743053546032800,100.5543865263460,6/1 ซอยสุขุมวิท 5 แขวงคลองเตยเหนือ เขตวัฒนา กรุงเทพมหานคร 10110,6/1 Sukumvit Soi 5 Wattana Bangkok 10110
โรงแรม กาญจนบุรี ซิตี้ โฮเทล  ,Kanchanaburi City Hotel,14.041627853083800,99.50572595000270,368 ถนนแม่น้ำแคว ต.ท่ามะขาม อ.เมืองกาญจนบุรี จ.กาญจนบุรี 71000,"368 Maenam Kwai Rd., Tha Makham, Mueang Kanchanaburi, Kanchanaburi 71000"
โรงแรม การ์เดนฮิลล์ แมนชั่น,โรงแรม การ์เดนฮิลล์ แมนชั่น,7.562822,99.614668,ทับเที่ยง เมืองตรัง จ.ตรัง 92000,"Thap Thiang, Mueang Trang, Trang 92000"
โรงแรม การ์เด้น รีสอร์ท,Garden Resort Hotel,15.727775894276500,100.11332005262400,ต.ปากน้ำโพ อ.เมืองนครสวรรค์ จ.นครสวรรค์ 60000,"Pak Nam Pho, Mueang Nakhon Sawan, Nakhon Sawan 60000"
โรงแรม การ์เด้นเฮ้าส์ รีสอร์ท,Garden House Resort Hotel,15.454714316533800,100.14485612511600,ทางหลวงแผ่นดินหมายเลข 3522 ต.พยุหะ อ.พยุหะคีรี จ.นครสวรรค์ 60130,"National Highway 3522, Phayuha, Phayuha Khiri, Nakhon Sawan 60130"
โรงแรม กาแล อินน์ ,Kalae Inn Hotel,7.791987714781800,99.59066480398180,ทางหลวงแผ่นดินหมายเลข 403 ต.เขากอบ อ.ห้วยยอด จ.ตรัง 92130,"National Highway 403, Khao Kop, Huai Yot, Trang 92130"
โรงแรม กาแล็คซี่อินน์,Galaxy Inn Hotel ,13.7071832899601,100.309608117684,99/9 ซอยเพชรเกษม 124 ถนนเพชรเกษม ต.อ้อมน้อย อ.กระทุ่มแบน จ.สมุทรสาคร 74130,Om Noi Krathumbaen Samut Sakhon 74130
โรงแรม กิตติ์ลดา  ,Kitlada Hotel,17.394798409878100,102.78432816267000,510 หมู่ 7 ซอยเสกสรรค์ ต.บ้านจั่น อ.เมืองอุดรธานี จ.อุดรธานี 41000,"510 Moo 7 Soi Seksun, Ban Chan, Mueang Udon Thani, Udon Thani 41000"
โรงแรม กุ๊งกิ๊งวิลเลจ,Kungking Village,16.24874057495940,103.27441602945300,110 หมู่ 7 บ.ดอนยม ต.ท่าขอนยาง อ.กันทรวิชัย จ.มหาสารคาม 44150,"Tha Khon Yang, Kanthara Wichai, Maha Sarakham 44150"
โรงแรม กู๊ดโฮม อุดรธานี,Good Home Hotel,17.41782134543630,102.79678165912600,ต.หมากแข้ง อ.เมืองอุดรธานี จ.อุดรธานี 41000,"Mak Khaeng, Mueang Udon Thani, Udon Thani 41000"
โรงแรม คชาทอง,Khachathong,12.5649498788395,99.9591372768018,ถนนโขมพัสตรี ต.หัวหิน อ.หัวหิน จ.ประจวบคีรีขันธ์ 77110,Khom Phat Sati Rd. Hua Hin Hua Hin Prachuap Khiri Khan 77110
โรงแรม ครอส เชียงใหม่ ริเวอร์ไซด์,Cross Chiang Mai Riverside,18.80163764788930,99.00523915886880,ถนนเจริญราษฎร์ ต.วัดเกต อ.เมืองเชียงใหม่ จ.เชียงใหม่ 50000,"Charoenrat Rd., Wat Ket, Mueang Chiang Mai, Chiang Mai 50000"
โรงแรม ครอสทู ไวบ์ บุรีรัมย์,X2 Vibe Buriram Hotel,14.973646868266800,103.06943625211700,ต.อิสาณ อ.เมืองบุรีรัมย์ จ.บุรีรัมย์ 31000,"I San, Mueang Buri Ram, Buri Ram 31000"
โรงแรม ครอสทู ไวบ์ ภูเก็ต ป่าตอง,X2 Vibe Phuket Patong,7.8918942961412700,98.30237165093420,ต.ป่าตอง อ.กะทู้ จ.ภูเก็ต 83150,"Pa Tong, Kathu, Phuket 83150"
โรงแรม คริสตอล เจด,Crystal Jade Hotel,12.682312127954700,101.25754907727200,ถนนสุขุมวิท ต.ท่าประดู่ อ.เมืองระยอง จ.ระยอง 21000,"Sukhumwit Rd., Tha Pradu, Muang Rayong, Rayong 21000"
โรงแรม คริสตัล บ๊อกซ์,Crystal Box Hotel,17.50149127565900,101.71154379844700,105 หมู่ 5 ถนนดำรงวิถี ต.เมือง อ.เมืองเลย จ.เลย 42000,"105 Moo 5 Damrong Withi Rd., Mueang, Mueang Loei, Loei 42000"
โรงแรม ครูว์ ,CREW Hotel,18.779481391057700,98.99276554584500,ซอยระแกง 1 ต.หายยา อ.เมืองเชียงใหม่ จ.เชียงใหม่ 50100,"Soi Rakaeng 1, Hai Ya, Mueang Chiang Mai, Chiang Mai 50100"
โรงแรม คลาวด์ 9 หัวหิน,Cloud 9 Hotel Hua Hin,12.572445674355800,99.95707735419270,71 ถนนแนบเคหาสน์ หัวหิน หัวหิน จ.ประจวบคีรีขันธ์ 77110,"71 Naepkhehat Rd., Hua Hin, Hua Hin, Prachuap Khiri Khan 77110"
โรงแรม คลาสสิค อินน์,Classic Inn Hotel,12.936867581160600,100.88821156408700,ซอยพัทยากลาง 16 ต.นาเกลือ อ.บางละมุง จ.ชลบุรี 20260,"Soi Phatthaya Klang 16, Na Kluea, Bang La Mung, Chon Buri 20260"
โรงแรม ควอเตอร์,Quarter Hotel,19.3624048703907,98.4362286192245,ทางหลวงชนบทหมายเลข 7024 ต.เวียงใต้ อ.ปาย จ.แม่ฮ่องสอน 58130,Rural Road 7024 Wiang Tai Phai Mae Hong Son 58130
โรงแรม คอนวีเนียน ปาร์ค,Convenient Park Hotel,13.6888649774251,100.608136639895,สุขุมวิท 62/3 แขวงบางจาก เขตพระโขนง กรุงเทพมหานคร 10260,Soi Sukhumwit 64 Bang Chak Phra Khanong Bangkok 10260
โรงแรม คอนวีเนียน รีสอร์ท สุวรรณภูมิ,"Convenient Resort, Suvarnabhumi Airport",13.719184,100.756251,9-11 แขวงลาดกระบัง เขตลาดกระบัง กรุงเทพมหานคร 10520,9-11 Lat Krabang Lat Krabang Bangkok 10520
โรงแรม คอรัล ทรี วิลล่า หัวหิน,Coral Tree Villa Hua Hin,12.659351558074300,99.9572704732418,ต.ชะอำ อ.ชะอำ จ.เพชรบุรี 76120,"Cha-Am, Cha-Am, Phetchaburi 76120"
โรงแรม คันทรีอินน์,Country Inn Hotel,13.934392592384300,101.56081438064600,ต.ท่าตูม อ.ศรีมหาโพธิ จ.ปราจีนบุรี 25140,"Tha Tum, Si Maha Phot, Prachin Buri 25140"
โรงแรม คันทารี อยุธยา,Kantary Hotel Ayutthaya,14.3452048301697,100.606044530869,ต.ธนู อ.อุทัย จ.พระนครศรีอยุธยา 13000,Thanu Uthai Phra Nakhon Si Ayutthaya 13000
โรงแรม คาซ่า เดอ ปันดาว,โรงแรม คาซ่า เดอ ปันดาว,17.456278,101.385955,หนองบัว ภูเรือ จ.เลย 42160,"Nong Bua, Phu Ruea, Loei 42160"
โรงแรม คาซ่า เรสซิเดนซ์ ,Casa Residence Hotel ,13.88934239534950,100.57603731751400,ซอยเบ็ญจมิตร แขวงทุ่งสองห้อง เขตหลักสี่ กรุงเทพมหานคร 10210,"Soi Benchamit, Thung Song Hong, Lak Si, Bangkok 10210"
โรงแรม คามีโอ เฮ้าส์ ,Kameo House Hotel ,12.681826715020200,101.2610332526870,ถนนยมจินดา ต.ท่าประดู่ อ.เมืองระยอง จ.ระยอง 21000,"Yomchinda Rd., Tha Pradu, Muang Rayong, Rayong 21000"
โรงแรม คาริบูไฮแลนด์, Caribou Highland Hotel,12.6155757752736,102.10101930866,ทางหลวงจังหวัดหมายเลข 3153 ต.วัดใหม่ อ.เมืองจันทบุรี จ.จันทบุรี 22000,Provincial Highway 3153 Watmai Muang Chanthaburi Chanthaburi 22000
โรงแรม คาร์มา เกาะสมุย,Karma Samui Resort,9.55126047134399,100.076941251755,80/32 ม.5 ต.บ่อผุด (เกาะส้ม) อ.เกาะสมุย จ.สุราษฎร์ธานี 84320,80/32 Moo 5 Bo Phut (Ko Som) Ko Samui Surat Thani 84320
โรงแรม คาลิปโซ ป่าตอง,Calypso Patong Hôtel,7.882118464605530,98.29955130815510,209/1-2 ถนนนาใน ต.ป่าตอง อ.กะทู้ จ.ภูเก็ต 83150,"209/1-2 Na Nai Rd., Pa Tong, Kathu, Phuket 83150"
โรงแรม คาวบอย แอนด์รีสอร์ท,โรงแรม คาวบอย แอนด์รีสอร์ท,18.102738,103.10479,ทางหลวงแผ่นดินหมายเลข 212 กุดบง โพนพิสัย จ.หนองคาย 43120,"National Highway 212, Kut Bong, Phon Phisai, Nong Khai 43120"
โรงแรม คาโบชอง,Cabochon Hotel & Residence,13.729072446730900,100.5734395980840,14 ซอยสุขุมวิท 45 แขวงคลองตันเหนือ เขตวัฒนา กรุงเทพมหานคร 10250,"14 Soi Sukhumvit 45, Khlong Tan Nuea, Vadhana, Bangkok 10250"
โรงแรม คำมูน ลอฟ,Come moon loft ,18.142542105144700,100.13253003358800,ต.ในเวียง อ.เมืองแพร่ จ.แพร่ 54000,"Nai Wiang, Mueang Phrae, Phrae 54000"
